row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_outlier_flag,profit_outlier_flag,quantity_outlier_flag,discount_outlier_flag,order_year,order_month,order_month_name,order_quarter,ship_days,revenue,cost,profit_margin,discount_band,profitability_status,customer_order_count,customer_lifetime_value,customer_value_segment
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,0,0,0,0,2016,2016-06-01,Jun,Q2,2,75.88,40.21639999999999,0.4700000000000001,No Discount,Profitable,5,1107.6952000000003,VIP
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,0,0,0,0,2016,2016-09-01,Sep,Q3,5,4.616,2.885,0.37500000000000006,Medium,Profitable,4,117.2755,Medium Value
72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,0,0,0,0,2017,2017-09-01,Sep,Q3,3,19.05,10.287,0.45999999999999996,No Discount,Profitable,9,-1603.0451,Low Value
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,1,1,0,0,2015,2015-04-01,Apr,Q2,6,831.936,946.3272000000001,-0.13749999999999998,Medium,Loss-Making,13,221.79670000000002,Medium Value
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,0,0,0,0,2015,2015-04-01,Apr,Q2,6,97.04,95.82700000000001,0.0125,Medium,Profitable,13,221.79670000000002,Medium Value
75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,0,0,0,0,2015,2015-04-01,Apr,Q2,6,72.784,90.98,-0.25,Medium,Loss-Making,13,221.79670000000002,Medium Value
76,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,0,0,0,1,2017,2017-12-01,Dec,Q4,2,1.248,3.1824,-1.5499999999999998,Very High,Loss-Making,7,293.55240000000003,Medium Value
77,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,0,0,0,1,2017,2017-12-01,Dec,Q4,2,9.708,15.5328,-0.6,Very High,Loss-Making,7,293.55240000000003,Medium Value
78,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,0,0,0,0,2017,2017-12-01,Dec,Q4,2,27.24,24.516,0.10000000000000002,Medium,Profitable,7,293.55240000000003,Medium Value
79,US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,0,0,0,1,2014,2014-11-01,Nov,Q4,5,19.3,33.775,-0.75,Very High,Loss-Making,13,221.79670000000002,Medium Value
80,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,0,0,0,0,2016,2016-06-01,Jun,Q2,3,208.16,151.9568,0.27,No Discount,Profitable,7,-671.1874,Low Value
81,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,0,0,0,0,2016,2016-06-01,Jun,Q2,3,16.74,8.704799999999999,0.48000000000000004,No Discount,Profitable,7,-671.1874,Low Value
82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,0,0,0,0,2014,2014-10-01,Oct,Q4,4,14.9,10.728000000000002,0.27999999999999997,No Discount,Profitable,7,540.5405000000001,High Value
83,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,0,0,0,0,2014,2014-10-01,Oct,Q4,4,21.39,15.186900000000001,0.29,No Discount,Profitable,7,540.5405000000001,High Value
84,CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,0,0,0,0,2015,2015-09-01,Sep,Q3,5,200.984,138.1765,0.3125,Medium,Profitable,5,201.5952,Medium Value
85,US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,0,1,0,0,2017,2017-11-01,Nov,Q4,3,230.376,279.3309,-0.2125,Medium,Loss-Making,9,-342.80330000000004,Low Value
86,CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,0,0,0,0,2017,2017-05-01,May,Q2,2,301.96,268.7444,0.11000000000000001,No Discount,Profitable,7,437.8533,High Value
87,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,0,0,0,0,2017,2017-10-01,Oct,Q4,7,19.99,13.193399999999999,0.34,No Discount,Profitable,9,334.5163,High Value
88,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,0,0,0,0,2017,2017-10-01,Oct,Q4,7,6.16,3.2032000000000003,0.48,No Discount,Profitable,9,334.5163,High Value
89,CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,0,0,0,0,2016,2016-04-01,Apr,Q2,5,158.368,144.5108,0.08750000000000001,Medium,Profitable,6,793.2814000000001,VIP
90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,0,0,0,0,2016,2016-09-01,Sep,Q3,5,20.1,13.467000000000002,0.32999999999999996,No Discount,Profitable,4,-54.8692,Low Value
91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,0,0,0,0,2016,2016-09-01,Sep,Q3,5,73.584,65.3058,0.11249999999999999,Medium,Profitable,4,-54.8692,Low Value
92,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,0,0,0,0,2016,2016-09-01,Sep,Q3,5,6.48,3.3696000000000006,0.4799999999999999,No Discount,Profitable,4,-54.8692,Low Value
93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,0,0,0,0,2015,2015-01-01,Jan,Q1,5,12.96,6.739200000000001,0.4799999999999999,No Discount,Profitable,9,49.71929999999999,Low Value
94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,0,0,0,0,2015,2015-01-01,Jan,Q1,5,53.34,36.80460000000001,0.30999999999999994,No Discount,Profitable,9,49.71929999999999,Low Value
95,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,0,0,0,0,2015,2015-01-01,Jan,Q1,5,32.96,16.8096,0.49000000000000005,No Discount,Profitable,9,49.71929999999999,Low Value
96,US-2017-109484,2017-11-06,2017-11-12,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,0,0,0,1,2017,2017-11-01,Nov,Q4,6,5.682,9.47,-0.6666666666666666,Very High,Loss-Making,4,243.07549999999998,Medium Value
97,CA-2017-161018,2017-11-09,2017-11-11,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,0,0,0,0,2017,2017-11-01,Nov,Q4,2,96.53,55.9874,0.42,No Discount,Profitable,8,192.0396,Medium Value
98,CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,0,0,0,0,2017,2017-06-01,Jun,Q2,3,51.312,33.3528,0.35,Medium,Profitable,6,328.5942,High Value
99,CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852,0,0,0,0,2016,2016-09-01,Sep,Q3,5,77.88,55.294799999999995,0.29000000000000004,No Discount,Profitable,3,-295.7398,Low Value
100,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,0,0,0,0,2016,2016-08-01,Aug,Q3,4,64.624,42.005599999999994,0.35000000000000003,Medium,Profitable,12,640.5466,High Value
101,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,0,0,0,0,2016,2016-08-01,Aug,Q3,4,95.976,106.7733,-0.1125,Medium,Loss-Making,12,640.5466,High Value
102,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,0,0,0,1,2016,2016-08-01,Aug,Q3,4,1.788,4.8276,-1.7,Very High,Loss-Making,12,640.5466,High Value
103,CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208,0,0,0,0,2016,2016-12-01,Dec,Q4,3,23.92,12.199200000000001,0.49,No Discount,Profitable,9,1087.7539,VIP
104,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,0,0,0,0,2015,2015-11-01,Nov,Q4,4,238.896,265.7718,-0.11250000000000002,Medium,Loss-Making,8,-188.25110000000004,Low Value
105,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,0,0,0,0,2015,2015-11-01,Nov,Q4,4,102.36,106.1985,-0.0375,Medium,Loss-Making,8,-188.25110000000004,Low Value
106,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,0,0,0,1,2015,2015-11-01,Nov,Q4,4,36.882,62.6994,-0.7000000000000001,Very High,Loss-Making,8,-188.25110000000004,Low Value
107,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,0,0,0,0,2017,2017-11-01,Nov,Q4,5,74.112,56.51039999999999,0.23750000000000004,Medium,Profitable,6,19.82350000000004,Low Value
108,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,0,0,0,0,2017,2017-11-01,Nov,Q4,5,27.992,25.8926,0.075,Medium,Profitable,6,19.82350000000004,Low Value
109,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,0,0,0,0,2017,2017-11-01,Nov,Q4,5,3.304,2.2302,0.32500000000000007,Medium,Profitable,6,19.82350000000004,Low Value
110,CA-2015-129476,2015-10-15,2015-10-20,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992,0,0,0,0,2015,2015-10-01,Oct,Q4,5,339.96,271.96799999999996,0.20000000000000004,Medium,Profitable,6,225.8588,Medium Value
111,CA-2017-146780,2017-12-25,2017-12-30,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,0,0,0,0,2017,2017-12-01,Dec,Q4,5,41.96,31.050400000000003,0.25999999999999995,No Discount,Profitable,9,98.99749999999999,Medium Value
112,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788,0,0,0,0,2016,2016-11-01,Nov,Q4,7,75.96,53.172,0.30000000000000004,No Discount,Profitable,12,1933.7830999999999,VIP
113,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.3476,0,0,0,0,2016,2016-11-01,Nov,Q4,7,27.24,13.892399999999999,0.49000000000000005,No Discount,Profitable,12,1933.7830999999999,VIP
114,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,0,0,1,0,2014,2014-08-01,Aug,Q3,2,40.096,25.561199999999996,0.36250000000000004,Medium,Profitable,6,10.563300000000002,Low Value
115,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652,0,0,0,0,2014,2014-08-01,Aug,Q3,2,4.72,3.0679999999999996,0.35,Medium,Profitable,6,10.563300000000002,Low Value
116,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,0,0,0,0,2014,2014-08-01,Aug,Q3,2,23.976,16.4835,0.3125,Medium,Profitable,6,10.563300000000002,Low Value
117,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316,0,0,0,0,2014,2014-08-01,Aug,Q3,2,130.464,86.4324,0.33749999999999997,Medium,Profitable,6,10.563300000000002,Low Value
118,CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,1,1,0,0,2015,2015-03-01,Mar,Q1,4,787.53,622.1487,0.21000000000000002,No Discount,Profitable,7,536.3935,High Value
119,US-2015-136476,2015-04-05,2015-04-10,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,0,1,0,1,2015,2015-04-01,Apr,Q2,5,157.794,273.5096,-0.7333333333333333,Very High,Loss-Making,9,12.698500000000008,Low Value
120,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,0,0,0,0,2016,2016-06-01,Jun,Q2,3,47.04,28.694399999999998,0.39,No Discount,Profitable,11,1276.6513,VIP
121,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878,0,0,0,0,2016,2016-06-01,Jun,Q2,3,30.84,16.962,0.45,No Discount,Profitable,11,1276.6513,VIP
122,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368,0,0,0,0,2016,2016-06-01,Jun,Q2,3,226.56,163.1232,0.27999999999999997,No Discount,Profitable,11,1276.6513,VIP
123,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759,0,0,0,0,2016,2016-06-01,Jun,Q2,3,115.02,63.260999999999996,0.45,No Discount,Profitable,11,1276.6513,VIP
124,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.7316,0,0,0,0,2016,2016-06-01,Jun,Q2,3,68.04,48.308400000000006,0.29,No Discount,Profitable,11,1276.6513,VIP
125,US-2014-152030,2014-12-26,2014-12-28,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,1,0,0,0,2014,2014-12-01,Dec,Q4,2,600.558,609.1374,-0.014285714285714285,High,Loss-Making,8,1869.9294,VIP
126,US-2014-134614,2014-09-20,2014-09-25,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,1,1,0,0,2014,2014-09-01,Sep,Q3,5,617.7,1025.382,-0.66,High,Loss-Making,6,196.87389999999996,Medium Value
127,US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308,0,0,0,1,2017,2017-11-01,Nov,Q4,7,2.388,4.2188,-0.7666666666666667,Very High,Loss-Making,7,-294.6981,Low Value
128,US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499,0,0,0,0,2017,2017-11-01,Nov,Q4,7,243.992,213.493,0.125,Medium,Profitable,7,-294.6981,Low Value
129,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,0,0,0,0,2016,2016-11-01,Nov,Q4,4,81.424,90.58420000000001,-0.11249999999999999,Medium,Loss-Making,9,262.63669999999996,Medium Value
130,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.2416,0,0,0,0,2016,2016-11-01,Nov,Q4,4,238.56,212.3184,0.10999999999999999,No Discount,Profitable,9,262.63669999999996,Medium Value
